type_encoded,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],temp_difference,power,tool_wear_ratio,Machine failure,TWF,HDF,PWF,OSF,RNF
0,300.5,310.7,1488,39.4,159,10.199999999999989,6.138973821989529,0.6284584980237155,0,0,0,0,0,0
2,300.5,310.7,1654,28.6,161,10.199999999999989,4.953340314136126,0.6363636363636364,0,0,0,0,0,0
2,300.5,310.6,1378,51.5,166,10.100000000000023,7.43109947643979,0.6561264822134387,0,0,0,0,0,0
0,300.6,310.7,1750,30.6,171,10.099999999999966,5.607329842931938,0.6758893280632411,0,0,0,0,0,0
0,300.5,310.6,1448,46.3,173,10.100000000000023,7.0201465968586385,0.6837944664031621,0,0,0,0,0,0
2,300.6,310.7,1501,45.3,175,10.099999999999966,7.119926701570681,0.691699604743083,0,0,0,0,0,0
1,300.6,310.7,1654,32.0,180,10.099999999999966,5.542198952879581,0.7114624505928854,0,0,0,0,0,0
1,300.7,310.7,1347,46.5,183,10.0,6.55869109947644,0.7233201581027668,0,0,0,0,0,0
0,300.7,310.8,1486,37.1,186,10.100000000000023,5.7728376963350785,0.7351778656126482,0,0,0,0,0,0
2,300.8,310.8,1466,45.2,188,10.0,6.938554973821989,0.7430830039525692,0,0,0,0,0,0
2,300.7,310.8,1346,52.0,193,10.100000000000023,7.329005235602094,0.7628458498023716,0,0,0,0,0,0
0,300.7,310.7,1314,42.4,198,10.0,5.833884816753926,0.782608695652174,0,0,0,0,0,0
0,300.6,310.7,1440,52.5,200,10.099999999999966,7.9162303664921465,0.7905138339920948,0,0,0,0,0,0
0,300.7,310.8,1608,39.5,202,10.100000000000023,6.650890052356021,0.7984189723320159,0,0,0,0,0,0
2,300.7,310.8,1296,58.2,204,10.100000000000023,7.89813612565445,0.8063241106719368,0,0,0,0,0,0
0,300.7,310.7,1507,46.1,209,10.0,7.2746282722513085,0.8260869565217391,0,0,0,0,0,0
1,300.7,310.7,1343,51.6,211,10.0,7.25641884816754,0.83399209486166,0,0,0,0,0,0
0,300.7,310.7,1416,40.4,214,10.0,5.990198952879581,0.8458498023715415,0,0,0,0,0,0
0,300.7,310.6,1288,47.2,216,9.900000000000034,6.365821989528796,0.8537549407114624,0,0,0,0,0,0
1,300.7,310.6,1407,42.4,218,9.900000000000034,6.246785340314136,0.8616600790513834,0,0,0,0,0,0
0,300.6,310.4,1608,39.2,221,9.799999999999955,6.600376963350786,0.8735177865612648,0,0,0,0,0,0
0,300.6,310.3,1920,22.3,223,9.699999999999989,4.483350785340314,0.8814229249011858,0,0,0,0,0,0
1,300.5,310.2,1386,48.2,225,9.699999999999989,6.99530890052356,0.8893280632411067,0,0,0,0,0,0
1,300.5,310.2,1571,34.6,228,9.699999999999989,5.691790575916231,0.9011857707509882,0,0,0,0,0,0
1,300.4,310.2,1613,36.9,231,9.800000000000011,6.232429319371727,0.9130434782608695,0,0,0,0,0,0
1,300.4,310.2,1671,30.5,234,9.800000000000011,5.336701570680629,0.924901185770751,1,1,0,0,0,0
2,300.4,310.2,1431,43.2,0,9.800000000000011,6.473214659685865,0.0,0,0,0,0,0,0
1,300.4,310.2,1380,47.3,5,9.800000000000011,6.834973821989528,0.019762845849802372,0,0,0,0,0,0
0,300.5,310.3,1683,31.5,8,9.800000000000011,5.551256544502618,0.03162055335968379,0,0,0,0,0,0
0,300.4,310.2,1529,36.2,10,9.800000000000011,5.7957905759162305,0.039525691699604744,0,0,0,0,0,0
0,300.5,310.4,1761,26.5,12,9.899999999999977,4.886544502617801,0.04743083003952569,0,0,0,0,0,0
0,300.6,310.5,1570,38.3,14,9.899999999999977,6.296439790575915,0.05533596837944664,0,0,0,0,0,0
1,300.6,310.5,2156,18.0,16,9.899999999999977,4.063664921465969,0.06324110671936758,0,0,0,0,0,0
1,300.7,310.6,1349,54.5,19,9.900000000000034,7.69848167539267,0.07509881422924901,0,0,0,0,0,0
0,300.7,310.7,1431,39.3,22,10.0,5.88882722513089,0.08695652173913043,0,0,0,0,0,0
0,300.6,310.6,1931,22.0,24,10.0,4.4483769633507855,0.09486166007905138,0,0,0,0,0,0
2,300.7,310.7,1428,43.4,26,10.0,6.489549738219895,0.10276679841897234,0,0,0,0,0,0
0,300.8,310.8,1564,36.2,31,10.0,5.928460732984293,0.1225296442687747,0,0,0,0,0,0
2,300.8,310.9,1425,44.0,33,10.099999999999966,6.56544502617801,0.13043478260869565,0,0,0,0,0,0
0,300.7,310.8,1597,30.5,38,10.100000000000023,5.1003664921465965,0.15019762845849802,0,0,0,0,0,0
2,300.8,310.8,1618,32.8,40,10.0,5.557109947643978,0.15810276679841898,0,0,0,0,0,0
1,300.8,310.8,1520,38.0,45,10.0,6.048167539267015,0.17786561264822134,0,0,0,0,0,0
0,300.7,310.7,1425,45.3,48,10.0,6.759424083769633,0.18972332015810275,0,0,0,0,0,0
0,300.8,310.9,1398,38.2,50,10.099999999999966,5.5920000000000005,0.1976284584980237,0,0,0,0,0,0
1,300.8,310.9,1557,31.6,52,10.099999999999966,5.1519581151832465,0.20553359683794467,0,0,0,0,0,0
0,300.7,310.8,1519,43.9,55,10.100000000000023,6.982628272251308,0.21739130434782608,0,0,0,0,0,0
0,300.7,310.8,1619,34.9,57,10.100000000000023,5.91655497382199,0.22529644268774704,0,0,0,0,0,0
0,300.7,310.8,1814,21.4,59,10.100000000000023,4.064879581151832,0.233201581027668,0,0,0,0,0,0
0,300.7,310.9,1521,39.4,61,10.199999999999989,6.275120418848168,0.24110671936758893,0,0,0,0,0,0
1,300.7,310.9,1369,51.2,63,10.199999999999989,7.339560209424084,0.2490118577075099,0,0,0,0,0,0
0,300.7,310.9,1356,65.3,66,10.199999999999989,9.271916230366493,0.2608695652173913,1,0,0,1,0,0
0,300.7,311.0,1336,53.3,68,10.300000000000011,7.45641884816754,0.26877470355731226,0,0,0,0,0,0
0,300.7,311.0,1403,48.3,70,10.300000000000011,7.0958010471204185,0.2766798418972332,0,0,0,0,0,0
1,300.7,311.0,1413,44.3,72,10.300000000000011,6.554544502617801,0.2845849802371542,0,0,0,0,0,0
0,300.6,310.9,1472,47.6,75,10.299999999999955,7.336879581151832,0.2964426877470356,0,0,0,0,0,0
1,300.7,310.8,1452,47.9,77,10.100000000000023,7.282806282722514,0.30434782608695654,0,0,0,0,0,0
0,300.6,310.7,1397,53.7,80,10.099999999999966,7.8553821989528805,0.31620553359683795,0,0,0,0,0,0
0,300.6,310.7,1455,40.6,82,10.099999999999966,6.18565445026178,0.3241106719367589,0,0,0,0,0,0
0,300.7,310.8,1754,27.7,84,10.100000000000023,5.08751832460733,0.33201581027667987,0,0,0,0,0,0
0,300.6,310.9,1471,37.9,86,10.299999999999955,5.83779057591623,0.33992094861660077,0,0,0,0,0,0
1,300.6,310.8,1389,48.1,88,10.199999999999989,6.995905759162304,0.34782608695652173,0,0,0,0,0,0
1,300.6,310.9,1702,30.3,91,10.299999999999955,5.40006282722513,0.35968379446640314,0,0,0,0,0,0
1,300.6,311.0,1401,54.6,94,10.399999999999977,8.009905759162304,0.3715415019762846,0,0,0,0,0,0
0,300.7,311.1,1426,46.2,97,10.400000000000034,6.898554973821989,0.383399209486166,0,0,0,0,0,0
0,300.7,311.0,1496,38.3,99,10.300000000000011,5.9996649214659685,0.391304347826087,0,0,0,0,0,0
0,300.6,310.9,1433,42.6,101,10.299999999999955,6.3922303664921465,0.39920948616600793,0,0,0,0,0,0
1,300.7,311.1,1438,46.6,103,10.400000000000034,7.016837696335079,0.40711462450592883,0,0,0,0,0,0
1,300.7,311.0,1418,49.3,106,10.300000000000011,7.320146596858638,0.4189723320158103,0,0,0,0,0,0
1,300.8,311.0,1580,36.6,109,10.199999999999989,6.0552879581151835,0.4308300395256917,0,0,0,0,0,0
1,300.7,310.9,1468,41.8,112,10.199999999999989,6.425382198952879,0.4426877470355731,0,0,0,0,0,0
1,300.8,310.9,1522,41.7,115,10.099999999999966,6.645801047120419,0.45454545454545453,0,0,0,0,0,0
0,300.8,310.9,1311,55.8,118,10.099999999999966,7.660083769633508,0.466403162055336,0,0,0,0,0,0
0,300.9,311.0,1316,56.5,120,10.100000000000023,7.785759162303665,0.4743083003952569,0,0,0,0,0,0
2,300.9,311.0,1853,23.6,122,10.100000000000023,4.579141361256545,0.48221343873517786,0,0,0,0,0,0
1,300.9,311.0,1556,38.8,127,10.100000000000023,6.321759162303665,0.5019762845849802,0,0,0,0,0,0
1,300.9,311.0,1567,34.3,130,10.100000000000023,5.628073298429319,0.5138339920948617,0,0,0,0,0,0
1,300.9,311.1,1546,37.7,133,10.200000000000045,6.103057591623037,0.525691699604743,0,0,0,0,0,0
0,300.9,311.0,1382,51.2,136,10.100000000000023,7.409256544502619,0.5375494071146245,0,0,0,0,0,0
0,300.9,311.0,2003,20.2,138,10.100000000000023,4.236712041884816,0.5454545454545454,0,0,0,0,0,0
0,300.8,310.9,1748,29.9,140,10.099999999999966,5.472795811518324,0.5533596837944664,0,0,0,0,0,0
2,300.7,310.8,1518,40.1,142,10.100000000000023,6.374010471204189,0.5612648221343873,0,0,0,0,0,0
0,300.7,310.8,1475,42.0,147,10.100000000000023,6.486910994764398,0.5810276679841897,0,0,0,0,0,0
0,300.8,310.8,1634,29.2,149,10.0,4.996104712041884,0.5889328063241107,0,0,0,0,0,0
0,300.8,310.8,1689,32.9,151,10.0,5.818649214659685,0.5968379446640316,0,0,0,0,0,0
1,300.9,310.9,1636,35.3,153,10.0,6.0472041884816745,0.6047430830039525,0,0,0,0,0,0
0,300.9,311.0,2235,15.8,156,10.100000000000023,3.697696335078534,0.616600790513834,0,0,0,0,0,0
0,301.0,311.1,1615,35.6,158,10.100000000000023,6.020314136125655,0.6245059288537549,0,0,0,0,0,0
2,301.1,311.1,1618,29.5,160,10.0,4.998010471204188,0.6324110671936759,0,0,0,0,0,0
1,301.1,311.2,1407,53.0,165,10.099999999999966,7.80848167539267,0.6521739130434783,0,0,0,0,0,0
0,301.1,311.1,1450,43.3,168,10.0,6.5743455497382195,0.6640316205533597,0,0,0,0,0,0
0,301.1,311.1,1889,23.8,170,10.0,4.707664921465969,0.6719367588932806,0,0,0,0,0,0
0,301.0,310.9,1568,38.2,172,9.899999999999977,6.272,0.6798418972332015,0,0,0,0,0,0
0,301.0,311.0,1804,25.8,174,10.0,4.873633507853404,0.6877470355731226,0,0,0,0,0,0
0,301.0,311.0,1582,37.5,176,10.0,6.212041884816754,0.6956521739130435,0,0,0,0,0,0
1,301.0,310.9,2047,17.9,178,9.899999999999977,3.836785340314136,0.7035573122529645,0,0,0,0,0,0
0,300.9,310.9,1601,34.0,181,10.0,5.699895287958115,0.7154150197628458,0,0,0,0,0,0
0,300.9,310.9,1615,32.0,183,10.0,5.4115183246073295,0.7233201581027668,0,0,0,0,0,0
1,300.9,310.8,1452,43.6,185,9.900000000000034,6.629026178010472,0.7312252964426877,0,0,0,0,0,0
1,300.9,310.8,1695,30.2,188,9.900000000000034,5.360104712041885,0.7430830039525692,0,0,0,0,0,0
1,300.9,310.8,1790,26.2,191,9.900000000000034,4.910785340314136,0.7549407114624506,0,0,0,0,0,0
1,301.0,310.8,1533,39.3,194,9.800000000000011,6.308575916230366,0.766798418972332,0,0,0,0,0,0
0,301.0,310.9,1813,28.5,197,9.899999999999977,5.410523560209424,0.7786561264822134,0,0,0,0,0,0
0,301.0,310.9,1492,36.7,199,9.899999999999977,5.73365445026178,0.7865612648221344,0,0,0,0,0,0
0,300.9,310.7,1479,43.3,201,9.800000000000011,6.705832460732984,0.7944664031620553,0,0,0,0,0,0
0,300.8,310.7,1339,59.1,203,9.899999999999977,8.286376963350786,0.8023715415019763,1,0,0,0,1,0
1,300.8,310.7,1371,44.7,205,9.899999999999977,6.417141361256545,0.8102766798418972,0,0,0,0,0,0
0,300.9,310.7,1468,36.2,208,9.800000000000011,5.564565445026179,0.8221343873517787,0,0,0,0,0,0
0,300.9,310.7,1517,41.7,210,9.800000000000011,6.623968586387435,0.8300395256916996,0,0,0,0,0,0
0,300.9,310.7,1352,46.4,212,9.800000000000011,6.568879581151832,0.8379446640316206,0,0,0,0,0,0
0,300.9,310.7,1389,50.0,214,9.800000000000011,7.272251308900524,0.8458498023715415,0,0,0,0,0,0
1,300.8,310.6,1505,36.2,0,9.800000000000011,5.7048167539267025,0.0,0,0,0,0,0,0
0,300.9,310.6,1538,36.7,3,9.700000000000045,5.910429319371729,0.011857707509881422,0,0,0,0,0,0
0,300.9,310.8,1482,37.0,5,9.900000000000034,5.741780104712042,0.019762845849802372,0,0,0,0,0,0
1,300.9,310.8,1599,33.0,7,9.900000000000034,5.525340314136126,0.02766798418972332,0,0,0,0,0,0
0,300.9,310.8,1476,39.0,10,9.900000000000034,6.027643979057592,0.039525691699604744,0,0,0,0,0,0
0,300.9,310.7,1509,37.5,12,9.800000000000011,5.925392670157068,0.04743083003952569,0,0,0,0,0,0
0,300.9,310.8,1708,29.1,14,9.900000000000034,5.20448167539267,0.05533596837944664,0,0,0,0,0,0
0,300.9,310.7,1412,57.5,16,9.800000000000011,8.501570680628273,0.06324110671936758,0,0,0,0,0,1
0,300.9,310.7,1658,28.5,18,9.800000000000011,4.947958115183246,0.07114624505928854,0,0,0,0,0,0
0,301.0,310.8,1375,57.2,20,9.800000000000011,8.235602094240837,0.07905138339920949,0,0,0,0,0,0
1,300.9,310.8,1402,48.1,22,9.900000000000034,7.061382198952879,0.08695652173913043,0,0,0,0,0,0
1,300.9,310.7,1452,47.3,25,9.800000000000011,7.19158115183246,0.09881422924901186,0,0,0,0,0,0
1,300.8,310.7,1483,40.8,28,9.899999999999977,6.335748691099476,0.11067193675889328,0,0,0,0,0,0
2,300.9,310.8,1477,38.4,31,9.900000000000034,5.938931937172774,0.1225296442687747,0,0,0,0,0,0
1,300.8,310.7,1924,22.4,36,9.899999999999977,4.512837696335079,0.1422924901185771,0,0,0,0,0,0
2,300.9,310.7,1609,28.7,39,9.800000000000011,4.835424083769633,0.1541501976284585,0,0,0,0,0,0
1,300.8,310.7,1886,21.1,44,9.899999999999977,4.166973821989529,0.17391304347826086,0,0,0,0,0,0
0,300.7,310.6,1616,29.6,47,9.900000000000034,5.008753926701571,0.1857707509881423,0,0,0,0,0,0
0,300.7,310.7,1442,43.2,49,10.0,6.522973821989529,0.19367588932806323,0,0,0,0,0,0
0,300.8,310.8,1407,45.1,51,10.0,6.644575916230367,0.2015810276679842,0,0,0,0,0,0
1,300.8,310.8,1461,41.3,53,10.0,6.318251308900523,0.20948616600790515,0,0,0,0,0,0
1,300.8,310.9,1522,46.2,56,10.099999999999966,7.36297382198953,0.22134387351778656,0,0,0,0,0,0
0,300.9,311.0,1432,48.1,59,10.100000000000023,7.21248167539267,0.233201581027668,0,0,0,0,0,0
0,300.9,311.0,1438,49.0,61,10.100000000000023,7.378219895287958,0.24110671936758893,0,0,0,0,0,0
1,300.8,310.9,1678,28.1,63,10.099999999999966,4.937361256544503,0.2490118577075099,0,0,0,0,0,0
1,300.8,310.9,1514,38.7,66,10.099999999999966,6.135267015706806,0.2608695652173913,0,0,0,0,0,0
0,300.7,310.8,1534,41.3,69,10.100000000000023,6.633947643979058,0.2727272727272727,0,0,0,0,0,0
1,300.7,310.8,1486,41.2,71,10.100000000000023,6.410806282722514,0.28063241106719367,0,0,0,0,0,0
0,300.7,310.8,1925,22.0,74,10.100000000000023,4.43455497382199,0.2924901185770751,0,0,0,0,0,0
1,300.7,310.8,1724,30.0,76,10.100000000000023,5.4157068062827225,0.30039525691699603,0,0,0,0,0,0
1,300.8,310.8,1549,35.5,79,10.0,5.758062827225131,0.31225296442687744,0,0,0,0,0,0
0,300.8,310.9,1457,47.7,82,10.099999999999966,7.277371727748692,0.3241106719367589,0,0,0,0,0,0
0,300.8,310.9,1453,43.9,84,10.099999999999966,6.6792356020942405,0.33201581027667987,0,0,0,0,0,0
0,300.8,311.0,1578,44.4,86,10.199999999999989,7.336460732984293,0.33992094861660077,0,0,0,0,0,0
1,300.9,311.1,1325,61.4,88,10.200000000000045,8.518848167539266,0.34782608695652173,0,0,0,0,0,0
0,300.9,311.1,1471,39.3,91,10.200000000000045,6.053434554973822,0.35968379446640314,0,0,0,0,0,0
1,300.9,311.2,1472,40.0,93,10.300000000000011,6.16544502617801,0.3675889328063241,0,0,0,0,0,0
0,300.9,311.1,1457,37.4,96,10.200000000000045,5.705947643979057,0.3794466403162055,0,0,0,0,0,0
0,301.0,311.0,1402,55.3,98,10.0,8.118387434554974,0.38735177865612647,0,0,0,0,0,0
0,300.9,310.9,1477,41.5,100,10.0,6.418376963350785,0.3952569169960474,0,0,0,0,0,0
1,300.9,310.9,1727,30.1,102,10.0,5.443214659685864,0.4031620553359684,0,0,0,0,0,0
0,300.9,310.9,1995,20.2,105,10.0,4.21979057591623,0.4150197628458498,0,0,0,0,0,0
0,300.9,310.9,1370,52.5,107,10.0,7.531413612565445,0.42292490118577075,0,0,0,0,0,0
0,300.9,310.9,1228,66.4,109,10.0,8.538136125654452,0.4308300395256917,0,0,0,0,0,0
0,300.9,311.0,1499,38.0,111,10.100000000000023,5.964607329842932,0.43873517786561267,0,0,0,0,0,0
1,301.0,311.0,1508,46.9,113,10.0,7.405780104712042,0.44664031620553357,0,0,0,0,0,0
0,301.0,310.9,1473,44.2,116,9.899999999999977,6.817445026178011,0.45849802371541504,0,0,0,0,0,0
2,301.0,311.0,1640,37.6,118,10.0,6.45696335078534,0.466403162055336,0,0,0,0,0,0
0,301.1,311.1,1429,42.5,123,10.0,6.359424083769634,0.48616600790513836,0,0,0,0,0,0
0,301.1,311.1,1470,40.9,125,10.0,6.295602094240838,0.49407114624505927,0,0,0,0,0,0
0,301.0,311.0,1581,37.0,127,10.0,6.125340314136126,0.5019762845849802,0,0,0,0,0,0
0,301.0,310.9,1740,28.9,129,9.899999999999977,5.265549738219895,0.5098814229249012,0,0,0,0,0,0
2,300.9,310.8,1390,40.6,131,9.900000000000034,5.909319371727749,0.5177865612648221,0,0,0,0,0,0
1,300.9,310.8,1988,19.7,136,9.900000000000034,4.10090052356021,0.5375494071146245,0,0,0,0,0,0
1,300.8,310.7,1452,43.0,139,9.899999999999977,6.537801047120419,0.549407114624506,0,0,0,0,0,0
0,300.8,310.7,1586,33.4,142,9.899999999999977,5.546848167539267,0.5612648221343873,0,0,0,0,0,0
0,300.8,310.7,1589,34.3,144,9.899999999999977,5.707089005235602,0.5691699604743083,0,0,0,0,0,0
0,300.8,310.8,1486,45.7,146,10.0,7.111015706806282,0.5770750988142292,0,0,0,0,0,0
0,300.9,310.9,1755,27.9,148,10.0,5.12717277486911,0.5849802371541502,0,0,0,0,0,0
1,301.0,310.9,1575,34.6,150,9.899999999999977,5.706282722513089,0.5928853754940712,0,0,0,0,0,0
1,301.1,311.1,1615,37.7,153,10.0,6.375445026178011,0.6047430830039525,0,0,0,0,0,0
1,301.1,311.1,1436,41.8,156,10.0,6.2853193717277485,0.616600790513834,0,0,0,0,0,0
1,301.1,311.1,1470,40.6,159,10.0,6.249424083769633,0.6284584980237155,0,0,0,0,0,0
1,301.1,311.1,2089,19.8,162,10.0,4.331120418848168,0.6403162055335968,0,0,0,0,0,0
0,301.1,311.2,1564,37.0,165,10.099999999999966,6.059476439790576,0.6521739130434783,0,0,0,0,0,0
1,301.0,311.1,1420,47.4,167,10.100000000000023,7.047958115183246,0.6600790513833992,0,0,0,0,0,0
0,301.1,311.1,1711,29.1,170,10.0,5.213623036649215,0.6719367588932806,0,0,0,0,0,0
0,301.1,311.2,1555,35.3,172,10.099999999999966,5.747801047120418,0.6798418972332015,0,0,0,0,0,0
1,301.1,311.1,1592,35.7,174,10.0,5.95124607329843,0.6877470355731226,0,0,0,0,0,0
0,301.0,311.1,1236,64.4,177,10.100000000000023,8.3349109947644,0.6996047430830039,1,0,0,0,1,0
1,301.0,310.9,1765,24.2,179,9.899999999999977,4.472565445026178,0.7075098814229249,0,0,0,0,0,0
0,301.0,311.0,1634,31.2,182,10.0,5.338303664921465,0.7193675889328063,0,0,0,0,0,0
0,301.1,311.1,1508,41.5,184,10.0,6.553089005235602,0.7272727272727273,0,0,0,0,0,0
0,301.1,311.2,1774,29.6,186,10.099999999999966,5.498471204188482,0.7351778656126482,0,0,0,0,0,0
0,301.1,311.0,1677,29.1,188,9.899999999999977,5.110020942408378,0.7430830039525692,0,0,0,0,0,0
0,301.0,311.0,1399,58.0,190,10.0,8.496544502617802,0.7509881422924901,1,0,0,0,1,0
0,301.0,310.9,1570,34.0,192,9.899999999999977,5.5895287958115185,0.758893280632411,0,0,0,0,0,0
0,301.0,310.9,1479,44.3,194,9.899999999999977,6.860701570680628,0.766798418972332,0,0,0,0,0,0
0,301.0,310.8,1558,34.9,196,9.800000000000011,5.693633507853403,0.7747035573122529,0,0,0,0,0,0
0,300.8,310.7,1358,48.1,198,9.899999999999977,6.839769633507854,0.782608695652174,0,0,0,0,0,0
2,300.9,310.7,1656,30.7,200,9.800000000000011,5.323476439790576,0.7905138339920948,0,0,0,0,0,0
0,300.9,310.7,1523,35.8,205,9.800000000000011,5.709256544502617,0.8102766798418972,0,0,0,0,0,0
2,300.9,310.7,1403,40.6,207,9.800000000000011,5.964586387434555,0.8181818181818182,0,0,0,0,0,0
1,300.9,310.7,1362,51.6,212,9.800000000000011,7.359078534031413,0.8379446640316206,0,0,0,0,0,0
1,300.7,310.6,1778,27.1,215,9.900000000000034,5.045424083769634,0.849802371541502,0,0,0,0,0,0
0,300.7,310.5,1448,38.2,218,9.800000000000011,5.792000000000001,0.8616600790513834,0,0,0,0,0,0
2,300.8,310.5,1559,40.1,220,9.699999999999989,6.546167539267016,0.8695652173913043,0,0,0,0,0,0
0,300.8,310.6,1416,42.2,225,9.800000000000011,6.257089005235603,0.8893280632411067,0,0,0,0,0,0
0,300.8,310.6,1577,37.9,227,9.800000000000011,6.258460732984293,0.8972332015810277,1,1,0,0,0,0
0,300.8,310.7,1633,27.8,0,9.899999999999977,4.75365445026178,0.0,0,0,0,0,0,0
0,300.9,310.7,1573,31.2,2,9.800000000000011,5.1390157068062825,0.007905138339920948,0,0,0,0,0,0
0,300.9,310.8,1517,44.3,4,9.900000000000034,7.036973821989528,0.015810276679841896,0,0,0,0,0,0
0,301.0,310.9,1515,37.3,6,9.899999999999977,5.917225130890052,0.023715415019762844,0,0,0,0,0,0
0,301.0,310.8,1527,45.3,8,9.800000000000011,7.243256544502617,0.03162055335968379,0,0,0,0,0,0
0,301.1,310.9,1282,67.9,10,9.799999999999955,9.114952879581152,0.039525691699604744,1,0,0,1,0,0
1,301.1,310.9,1396,45.1,12,9.799999999999955,6.592628272251309,0.04743083003952569,0,0,0,0,0,0
0,301.0,310.9,1492,44.6,15,9.899999999999977,6.967874345549738,0.05928853754940711,0,0,0,0,0,0
0,301.0,310.8,1975,19.7,17,9.800000000000011,4.074083769633508,0.06719367588932806,0,0,0,0,0,0
0,301.0,310.8,1475,35.3,19,9.800000000000011,5.452094240837695,0.07509881422924901,0,0,0,0,0,0
2,301.0,310.9,1495,37.3,21,9.899999999999977,5.839109947643978,0.08300395256916997,0,0,0,0,0,0
0,301.0,311.0,1553,35.8,26,10.0,5.82171727748691,0.10276679841897234,0,0,0,0,0,0
0,301.1,311.0,1918,21.7,28,9.899999999999977,4.358178010471204,0.11067193675889328,0,0,0,0,0,0
1,301.1,311.0,1413,46.6,30,9.899999999999977,6.894848167539267,0.11857707509881422,0,0,0,0,0,0
0,301.0,311.0,1437,56.0,33,10.0,8.426387434554973,0.13043478260869565,0,0,0,0,0,0
0,301.0,310.9,1450,45.9,35,9.899999999999977,6.969109947643979,0.1383399209486166,0,0,0,0,0,0
1,301.0,310.9,1910,21.9,37,9.899999999999977,4.38,0.14624505928853754,0,0,0,0,0,0
0,300.9,310.9,1749,26.4,40,10.0,4.834931937172775,0.15810276679841898,0,0,0,0,0,0
2,301.0,310.9,1916,22.0,42,9.899999999999977,4.413821989528796,0.16600790513833993,0,0,0,0,0,0
0,301.0,310.9,1428,45.3,47,9.899999999999977,6.7736544502617795,0.1857707509881423,0,0,0,0,0,0
0,301.0,310.9,1578,38.4,49,9.899999999999977,6.345047120418847,0.19367588932806323,0,0,0,0,0,0
0,300.9,310.8,1571,39.9,51,9.900000000000034,6.5636544502617795,0.2015810276679842,0,0,0,0,0,0
0,300.9,310.8,1729,30.2,53,9.900000000000034,5.467623036649214,0.20948616600790515,0,0,0,0,0,0
0,300.9,310.8,1701,30.4,55,9.900000000000034,5.414701570680628,0.21739130434782608,0,0,0,0,0,0
0,300.9,310.8,1493,45.8,57,9.900000000000034,7.160146596858638,0.22529644268774704,0,0,0,0,0,0
1,301.0,310.9,1554,32.7,59,9.899999999999977,5.321026178010472,0.233201581027668,0,0,0,0,0,0
0,300.9,310.9,1497,43.2,62,10.0,6.771769633507853,0.2450592885375494,0,0,0,0,0,0
0,301.0,310.9,1679,29.8,64,9.899999999999977,5.239183246073299,0.25296442687747034,0,0,0,0,0,0
1,301.0,310.9,1510,44.5,66,9.899999999999977,7.036125654450262,0.2608695652173913,0,0,0,0,0,0
0,301.0,310.9,1296,54.9,69,9.899999999999977,7.450303664921465,0.2727272727272727,0,0,0,0,0,0
0,301.0,310.9,1404,41.8,71,9.899999999999977,6.145256544502618,0.28063241106719367,0,0,0,0,0,0
1,300.9,310.8,1519,34.9,73,9.900000000000034,5.551109947643979,0.2885375494071146,0,0,0,0,0,0
1,300.9,310.7,1696,27.3,76,9.800000000000011,4.848251308900524,0.30039525691699603,0,0,0,0,0,0
1,300.8,310.6,1669,28.4,79,9.800000000000011,4.96330890052356,0.31225296442687744,0,0,0,0,0,0
0,300.7,310.6,1447,40.7,82,9.900000000000034,6.166795811518325,0.3241106719367589,0,0,0,0,0,0
1,300.7,310.6,1418,46.3,84,9.900000000000034,6.874701570680628,0.33201581027667987,0,0,0,0,0,0
0,300.7,310.6,1407,40.5,87,9.900000000000034,5.966858638743456,0.3438735177865613,0,0,0,0,0,0
0,300.8,310.5,1434,44.5,89,9.699999999999989,6.681989528795811,0.35177865612648224,0,0,0,0,0,0
0,300.8,310.6,1360,48.8,91,9.800000000000011,6.949528795811518,0.35968379446640314,0,0,0,0,0,0
0,300.8,310.6,1402,53.7,93,9.800000000000011,7.883497382198954,0.3675889328063241,0,0,0,0,0,0
0,300.9,310.6,1552,34.9,95,9.700000000000045,5.671706806282722,0.37549407114624506,0,0,0,0,0,0
0,300.9,310.7,1392,44.2,97,9.800000000000011,6.44255497382199,0.383399209486166,0,0,0,0,0,0
0,301.1,310.8,1521,41.0,99,9.699999999999989,6.529947643979058,0.391304347826087,0,0,0,0,0,0
0,301.1,310.8,1724,27.5,101,9.699999999999989,4.964397905759163,0.39920948616600793,0,0,0,0,0,0
1,301.0,310.7,1455,46.1,103,9.699999999999989,7.023612565445026,0.40711462450592883,0,0,0,0,0,0
2,301.0,310.6,1366,50.6,106,9.600000000000023,7.237654450261781,0.4189723320158103,0,0,0,0,0,0
2,301.1,310.6,1407,43.9,111,9.5,6.467780104712041,0.43873517786561267,0,0,0,0,0,0
0,301.1,310.8,1470,49.3,116,9.699999999999989,7.588586387434555,0.45849802371541504,0,0,0,0,0,0
1,301.2,310.9,1359,50.8,118,9.699999999999989,7.2290261780104705,0.466403162055336,0,0,0,0,0,0
2,301.1,310.8,1792,25.8,121,9.699999999999989,4.841214659685864,0.4782608695652174,0,0,0,0,0,0
1,301.1,310.9,1552,37.9,126,9.799999999999955,6.159246073298429,0.4980237154150198,0,0,0,0,0,0
0,301.2,311.0,1612,32.9,129,9.800000000000011,5.553382198952879,0.5098814229249012,0,0,0,0,0,0
1,301.2,311.0,1424,41.4,131,9.800000000000011,6.173151832460733,0.5177865612648221,0,0,0,0,0,0
